wt,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,yr,mo,Date
18,Donnerstag,57,0,4,53,0,4,57,3,60,2011,08,2011-08-18
19,Freitag,59,0,4,55,0,4,62,3,62,2011,08,2011-08-19
20,Samstag,53,0,8,45,0,8,58,7,60,2011,08,2011-08-20
21,Sonntag,35,0,8,27,0,8,33,1,36,2011,08,2011-08-21
22,Montag,62,0,6,56,0,6,69,4,66,2011,08,2011-08-22
23,Dienstag,66,0,7,59,0,7,63,3,69,2011,08,2011-08-23
24,Mittwoch,51,0,6,45,0,6,59,4,55,2011,08,2011-08-24
25,Donnerstag,60,2,6,52,2,6,57,1,61,2011,08,2011-08-25
26,Freitag,60,0,8,52,0,9,58,1,61,2011,08,2011-08-26
27,Samstag,26,0,6,20,0,6,24,1,27,2011,08,2011-08-27
28,Sonntag,21,0,3,18,0,3,22,3,24,2011,08,2011-08-28
29,Montag,64,0,7,57,0,7,75,3,67,2011,08,2011-08-29
30,Dienstag,59,0,13,46,0,13,52,5,64,2011,08,2011-08-30
31,Mittwoch,51,0,4,47,0,5,68,2,53,2011,08,2011-08-31
1,Montag,66,0,9,57,0,10,66,4,70,2008,09,2008-09-01
2,Dienstag,59,0,10,49,0,10,53,2,61,2008,09,2008-09-02
3,Mittwoch,64,0,6,58,0,6,71,3,67,2008,09,2008-09-03
4,Donnerstag,44,0,6,38,0,6,41,3,47,2008,09,2008-09-04
5,Freitag,46,0,4,42,0,4,50,5,51,2008,09,2008-09-05
6,Samstag,47,0,7,40,0,7,45,5,52,2008,09,2008-09-06
7,Sonntag,18,0,6,12,0,6,21,7,25,2008,09,2008-09-07
8,Montag,60,0,8,52,0,8,58,4,64,2008,09,2008-09-08
9,Dienstag,60,0,9,51,0,9,63,4,64,2008,09,2008-09-09
10,Mittwoch,43,0,3,40,0,3,42,2,45,2008,09,2008-09-10
11,Donnerstag,63,1,7,55,1,7,67,2,65,2008,09,2008-09-11
12,Freitag,46,0,6,40,0,6,44,3,49,2008,09,2008-09-12
13,Samstag,24,0,4,20,0,4,26,5,29,2008,09,2008-09-13
14,Sonntag,17,0,3,14,0,3,17,4,21,2008,09,2008-09-14
15,Montag,51,0,2,49,0,2,54,2,53,2008,09,2008-09-15
16,Dienstag,40,0,3,37,0,3,45,4,44,2008,09,2008-09-16
17,Mittwoch,57,0,8,49,0,8,59,2,59,2008,09,2008-09-17
18,Donnerstag,40,0,5,35,0,5,39,4,44,2008,09,2008-09-18
19,Freitag,49,1,6,42,1,6,44,3,52,2008,09,2008-09-19
20,Samstag,30,1,4,25,1,4,32,4,34,2008,09,2008-09-20
21,Sonntag,17,0,2,15,0,2,18,7,24,2008,09,2008-09-21
22,Montag,49,0,3,46,0,4,53,4,53,2008,09,2008-09-22
23,Dienstag,66,0,4,62,0,4,73,6,72,2008,09,2008-09-23
24,Mittwoch,46,0,1,45,0,1,48,4,50,2008,09,2008-09-24
25,Donnerstag,49,1,6,42,1,6,53,4,53,2008,09,2008-09-25
26,Freitag,46,0,6,40,0,6,49,3,49,2008,09,2008-09-26
27,Samstag,34,0,5,29,0,5,38,1,35,2008,09,2008-09-27
28,Sonntag,25,0,4,21,0,4,21,2,27,2008,09,2008-09-28
29,Montag,34,1,3,30,1,3,33,1,35,2008,09,2008-09-29
30,Dienstag,70,0,4,66,0,4,80,7,77,2008,09,2008-09-30
1,Dienstag,80,0,7,73,0,7,85,2,82,2009,09,2009-09-01
2,Mittwoch,54,0,7,47,0,7,53,4,58,2009,09,2009-09-02
3,Donnerstag,72,0,10,62,0,11,65,3,75,2009,09,2009-09-03
4,Freitag,83,0,11,72,0,11,76,3,86,2009,09,2009-09-04
5,Samstag,28,0,4,24,0,4,31,2,30,2009,09,2009-09-05
6,Sonntag,14,0,3,11,0,3,14,2,16,2009,09,2009-09-06
7,Montag,37,0,7,30,0,7,37,2,39,2009,09,2009-09-07
8,Dienstag,58,1,9,48,1,9,52,2,60,2009,09,2009-09-08
9,Mittwoch,55,0,8,47,0,9,51,4,59,2009,09,2009-09-09
10,Donnerstag,46,0,7,39,0,7,51,1,47,2009,09,2009-09-10
11,Freitag,57,0,8,49,0,8,67,3,60,2009,09,2009-09-11
12,Samstag,43,0,4,39,0,4,49,4,47,2009,09,2009-09-12
13,Sonntag,27,0,6,21,0,6,29,6,33,2009,09,2009-09-13
14,Montag,43,0,3,40,0,3,44,5,48,2009,09,2009-09-14
15,Dienstag,48,0,3,45,0,3,55,2,50,2009,09,2009-09-15
16,Mittwoch,65,0,8,57,0,10,64,1,66,2009,09,2009-09-16
17,Donnerstag,60,0,7,53,0,7,62,3,63,2009,09,2009-09-17
18,Freitag,53,1,9,43,1,9,49,4,57,2009,09,2009-09-18
19,Samstag,38,1,5,32,1,7,35,4,42,2009,09,2009-09-19
20,Sonntag,27,0,4,23,0,4,27,4,31,2009,09,2009-09-20
21,Montag,46,1,6,39,1,6,46,4,50,2009,09,2009-09-21
22,Dienstag,56,0,7,49,0,7,55,1,57,2009,09,2009-09-22
23,Mittwoch,48,0,7,41,0,7,43,6,54,2009,09,2009-09-23
24,Donnerstag,60,1,14,45,1,15,55,2,62,2009,09,2009-09-24
25,Freitag,60,0,3,57,0,3,66,3,63,2009,09,2009-09-25
26,Samstag,38,0,9,29,0,9,38,3,41,2009,09,2009-09-26
27,Sonntag,37,0,8,29,0,8,34,0,37,2009,09,2009-09-27
28,Montag,55,0,5,50,0,5,57,1,56,2009,09,2009-09-28
29,Dienstag,61,0,6,55,0,7,61,2,63,2009,09,2009-09-29
30,Mittwoch,62,0,10,52,0,11,59,0,62,2009,09,2009-09-30
1,Mittwoch,45,0,3,42,0,3,43,3,48,2010,09,2010-09-01
2,Donnerstag,65,0,6,59,0,6,68,3,68,2010,09,2010-09-02
3,Freitag,53,0,13,40,0,14,45,1,54,2010,09,2010-09-03
4,Samstag,27,0,6,21,0,7,24,2,29,2010,09,2010-09-04
5,Sonntag,26,1,4,21,1,5,23,3,29,2010,09,2010-09-05
6,Montag,63,0,6,57,0,6,67,1,64,2010,09,2010-09-06
7,Dienstag,46,0,9,37,0,11,41,3,49,2010,09,2010-09-07
8,Mittwoch,47,1,5,41,1,5,47,2,49,2010,09,2010-09-08
9,Donnerstag,53,0,7,46,0,7,53,5,58,2010,09,2010-09-09
10,Freitag,44,0,9,35,0,9,38,4,48,2010,09,2010-09-10
11,Samstag,28,0,4,24,0,5,37,4,32,2010,09,2010-09-11
12,Sonntag,40,0,5,35,0,6,42,5,45,2010,09,2010-09-12
13,Montag,54,1,8,45,1,8,50,1,55,2010,09,2010-09-13
14,Dienstag,55,0,4,51,0,4,54,3,58,2010,09,2010-09-14
15,Mittwoch,41,0,4,37,0,4,41,2,43,2010,09,2010-09-15
16,Donnerstag,40,0,7,33,0,8,38,1,41,2010,09,2010-09-16
17,Freitag,53,0,8,45,0,8,49,5,58,2010,09,2010-09-17
18,Samstag,28,0,6,22,0,6,27,4,32,2010,09,2010-09-18
19,Sonntag,19,0,3,16,0,3,21,2,21,2010,09,2010-09-19
20,Montag,41,0,5,36,0,5,48,3,44,2010,09,2010-09-20
21,Dienstag,63,0,5,58,0,5,65,1,64,2010,09,2010-09-21
22,Mittwoch,64,0,12,52,0,14,62,1,65,2010,09,2010-09-22
23,Donnerstag,60,0,4,56,0,4,67,1,61,2010,09,2010-09-23
24,Freitag,52,0,13,39,0,13,54,2,54,2010,09,2010-09-24
25,Samstag,44,0,3,41,0,3,49,4,48,2010,09,2010-09-25
26,Sonntag,35,0,6,29,0,7,43,7,42,2010,09,2010-09-26
27,Montag,61,0,7,54,0,7,60,5,66,2010,09,2010-09-27
28,Dienstag,39,0,4,35,0,4,37,0,39,2010,09,2010-09-28
29,Mittwoch,52,0,4,48,0,4,57,2,54,2010,09,2010-09-29
30,Donnerstag,58,1,8,49,1,9,54,5,63,2010,09,2010-09-30
1,Donnerstag,53,0,12,41,0,12,56,3,56,2011,09,2011-09-01
2,Freitag,66,0,7,59,0,7,68,3,69,2011,09,2011-09-02
3,Samstag,42,0,9,33,0,10,40,3,45,2011,09,2011-09-03
4,Sonntag,33,1,4,28,1,4,39,1,34,2011,09,2011-09-04
5,Montag,66,0,8,58,0,8,71,3,69,2011,09,2011-09-05
6,Dienstag,83,0,12,71,0,13,84,2,85,2011,09,2011-09-06
7,Mittwoch,42,0,6,36,0,6,42,3,45,2011,09,2011-09-07
8,Donnerstag,67,0,8,59,0,8,67,3,70,2011,09,2011-09-08
9,Freitag,66,1,6,59,1,6,70,1,67,2011,09,2011-09-09
10,Samstag,29,1,4,24,1,4,29,2,31,2011,09,2011-09-10
11,Sonntag,46,1,5,40,1,6,48,5,51,2011,09,2011-09-11
12,Montag,51,0,5,46,0,6,53,1,52,2011,09,2011-09-12
13,Dienstag,58,0,8,50,0,9,57,2,60,2011,09,2011-09-13
14,Mittwoch,37,0,5,32,0,5,34,3,40,2011,09,2011-09-14
15,Donnerstag,39,0,4,35,0,4,38,5,44,2011,09,2011-09-15
16,Freitag,57,0,12,45,0,13,55,8,65,2011,09,2011-09-16
17,Samstag,40,0,9,31,0,9,34,2,42,2011,09,2011-09-17
18,Sonntag,42,0,4,38,0,5,46,7,49,2011,09,2011-09-18
19,Montag,48,1,6,41,1,6,43,3,51,2011,09,2011-09-19
20,Dienstag,59,0,6,53,0,6,59,2,61,2011,09,2011-09-20
21,Mittwoch,49,0,10,39,0,10,48,1,50,2011,09,2011-09-21
22,Donnerstag,52,1,6,45,1,6,47,1,53,2011,09,2011-09-22
23,Freitag,65,0,11,54,0,12,68,1,66,2011,09,2011-09-23
24,Samstag,37,0,7,30,0,8,37,2,39,2011,09,2011-09-24
25,Sonntag,31,0,4,27,0,4,34,3,34,2011,09,2011-09-25
26,Montag,58,0,7,51,0,7,62,5,63,2011,09,2011-09-26
27,Dienstag,58,0,5,53,0,6,65,1,59,2011,09,2011-09-27
28,Mittwoch,73,1,11,61,1,11,74,2,75,2011,09,2011-09-28
29,Donnerstag,72,1,16,55,1,17,71,5,77,2011,09,2011-09-29
30,Freitag,88,0,11,77,0,12,87,4,92,2011,09,2011-09-30
1,Mittwoch,90,0,6,84,0,6,94,6,96,2008,10,2008-10-01
2,Donnerstag,53,0,8,45,0,8,56,2,55,2008,10,2008-10-02
3,Freitag,21,0,4,17,0,5,26,4,25,2008,10,2008-10-03
4,Samstag,24,0,1,23,0,1,33,5,29,2008,10,2008-10-04
5,Sonntag,31,0,7,24,0,7,38,5,36,2008,10,2008-10-05
6,Montag,57,0,4,53,0,4,62,1,58,2008,10,2008-10-06
7,Dienstag,48,0,2,46,0,2,52,1,49,2008,10,2008-10-07
8,Mittwoch,45,1,4,40,1,4,52,0,45,2008,10,2008-10-08
9,Donnerstag,57,0,5,52,0,5,66,2,59,2008,10,2008-10-09
10,Freitag,46,1,9,36,1,9,42,5,51,2008,10,2008-10-10
11,Samstag,37,2,4,31,2,5,46,7,44,2008,10,2008-10-11
12,Sonntag,17,0,1,16,0,1,16,3,20,2008,10,2008-10-12
13,Montag,49,0,4,45,0,5,55,3,52,2008,10,2008-10-13
14,Dienstag,75,0,7,68,0,7,83,6,81,2008,10,2008-10-14
15,Mittwoch,58,1,2,55,1,2,67,2,60,2008,10,2008-10-15
16,Donnerstag,61,0,12,49,0,12,56,4,65,2008,10,2008-10-16
17,Freitag,55,0,9,46,0,9,57,4,59,2008,10,2008-10-17
18,Samstag,33,1,5,27,1,5,37,4,37,2008,10,2008-10-18
19,Sonntag,11,0,2,9,0,4,11,5,16,2008,10,2008-10-19
20,Montag,53,1,10,42,1,10,48,0,53,2008,10,2008-10-20
21,Dienstag,62,0,10,52,0,10,60,6,68,2008,10,2008-10-21
22,Mittwoch,40,0,1,39,0,1,47,2,42,2008,10,2008-10-22
23,Donnerstag,39,0,4,35,0,4,39,4,43,2008,10,2008-10-23
24,Freitag,43,0,4,39,0,4,46,3,46,2008,10,2008-10-24
25,Samstag,10,0,2,8,0,2,12,3,13,2008,10,2008-10-25
26,Sonntag,19,0,4,15,0,5,20,4,23,2008,10,2008-10-26
27,Montag,56,0,7,49,0,7,57,7,63,2008,10,2008-10-27
28,Dienstag,41,0,4,37,0,5,46,4,45,2008,10,2008-10-28
29,Mittwoch,45,0,4,41,0,4,50,4,49,2008,10,2008-10-29
30,Donnerstag,77,1,14,62,1,14,76,11,88,2008,10,2008-10-30
31,Freitag,52,0,2,50,0,2,64,4,56,2008,10,2008-10-31
1,Donnerstag,49,0,2,47,0,2,53,7,56,2009,10,2009-10-01
2,Freitag,63,0,7,56,0,7,64,4,67,2009,10,2009-10-02
3,Samstag,21,0,3,18,0,3,23,2,23,2009,10,2009-10-03
4,Sonntag,24,0,2,22,0,2,25,3,27,2009,10,2009-10-04
5,Montag,56,0,4,52,0,4,57,4,60,2009,10,2009-10-05
6,Dienstag,56,0,6,50,0,6,58,1,57,2009,10,2009-10-06
7,Mittwoch,71,0,6,65,0,9,78,4,75,2009,10,2009-10-07
8,Donnerstag,62,0,11,51,0,12,53,6,68,2009,10,2009-10-08
9,Freitag,53,0,5,48,0,5,56,0,53,2009,10,2009-10-09
10,Samstag,39,0,7,32,0,8,45,4,43,2009,10,2009-10-10
11,Sonntag,25,0,4,21,0,5,26,10,35,2009,10,2009-10-11
12,Montag,47,0,5,42,0,5,50,8,55,2009,10,2009-10-12
13,Dienstag,37,0,4,33,0,4,35,0,37,2009,10,2009-10-13
14,Mittwoch,46,0,9,37,0,9,51,2,48,2009,10,2009-10-14
15,Donnerstag,43,0,4,39,0,5,42,6,49,2009,10,2009-10-15
16,Freitag,64,0,7,57,0,8,72,6,70,2009,10,2009-10-16
17,Samstag,36,0,8,28,0,8,35,1,37,2009,10,2009-10-17
18,Sonntag,20,0,1,19,0,1,28,2,22,2009,10,2009-10-18
19,Montag,41,1,6,34,1,6,41,3,44,2009,10,2009-10-19
20,Dienstag,37,0,1,36,0,1,42,3,40,2009,10,2009-10-20
21,Mittwoch,27,1,4,22,1,4,28,0,27,2009,10,2009-10-21
22,Donnerstag,23,0,4,19,0,5,22,4,27,2009,10,2009-10-22
23,Freitag,42,0,7,35,0,7,41,4,46,2009,10,2009-10-23
24,Samstag,16,0,1,15,0,1,20,3,19,2009,10,2009-10-24
25,Sonntag,12,0,3,9,0,3,17,5,17,2009,10,2009-10-25
26,Montag,41,1,2,38,1,2,49,6,47,2009,10,2009-10-26
27,Dienstag,43,0,5,38,0,5,44,3,46,2009,10,2009-10-27
28,Mittwoch,63,0,5,58,0,5,64,5,68,2009,10,2009-10-28
29,Donnerstag,43,1,7,35,1,7,41,1,44,2009,10,2009-10-29
30,Freitag,29,0,3,26,0,3,34,3,32,2009,10,2009-10-30
31,Samstag,29,0,6,23,0,6,40,5,34,2009,10,2009-10-31
1,Freitag,49,1,3,45,1,3,50,3,52,2010,10,2010-10-01
2,Samstag,27,0,6,21,0,6,28,8,35,2010,10,2010-10-02
3,Sonntag,26,0,2,24,0,2,28,3,29,2010,10,2010-10-03
4,Montag,64,0,10,54,0,10,58,1,65,2010,10,2010-10-04
5,Dienstag,53,0,11,42,0,11,51,2,55,2010,10,2010-10-05
6,Mittwoch,49,0,5,44,0,5,51,0,49,2010,10,2010-10-06
7,Donnerstag,46,0,5,41,0,5,52,1,47,2010,10,2010-10-07
8,Freitag,57,0,7,50,0,7,63,4,61,2010,10,2010-10-08
9,Samstag,29,1,1,27,1,1,33,6,35,2010,10,2010-10-09
10,Sonntag,27,0,2,25,0,2,31,3,30,2010,10,2010-10-10
11,Montag,39,0,6,33,0,6,34,4,43,2010,10,2010-10-11
12,Dienstag,41,0,4,37,0,4,48,0,41,2010,10,2010-10-12
13,Mittwoch,45,0,7,38,0,7,47,3,48,2010,10,2010-10-13
14,Donnerstag,39,0,2,37,0,2,42,2,41,2010,10,2010-10-14
15,Freitag,56,0,9,47,0,10,57,4,60,2010,10,2010-10-15
16,Samstag,29,0,2,27,0,2,34,3,32,2010,10,2010-10-16
17,Sonntag,21,0,3,18,0,4,31,5,26,2010,10,2010-10-17
18,Montag,48,0,11,37,0,11,46,5,53,2010,10,2010-10-18
19,Dienstag,41,0,6,35,0,6,42,4,45,2010,10,2010-10-19
20,Mittwoch,42,0,4,38,0,4,47,4,46,2010,10,2010-10-20
21,Donnerstag,49,0,13,36,0,14,41,6,55,2010,10,2010-10-21
22,Freitag,27,0,3,24,0,3,30,6,33,2010,10,2010-10-22
23,Samstag,38,0,4,34,0,4,42,5,43,2010,10,2010-10-23
24,Sonntag,13,0,3,10,0,3,15,4,17,2010,10,2010-10-24
25,Montag,40,0,7,33,0,7,41,1,41,2010,10,2010-10-25
26,Dienstag,52,0,4,48,0,4,55,7,59,2010,10,2010-10-26
27,Mittwoch,45,0,9,36,0,9,41,2,47,2010,10,2010-10-27
28,Donnerstag,31,0,7,24,0,7,32,4,35,2010,10,2010-10-28
29,Freitag,55,0,7,48,0,7,55,3,58,2010,10,2010-10-29
30,Samstag,32,0,8,24,0,8,35,9,41,2010,10,2010-10-30
31,Sonntag,26,0,6,20,0,8,29,6,32,2010,10,2010-10-31
1,Samstag,23,1,5,17,1,5,28,10,33,2008,11,2008-11-01
2,Sonntag,9,0,1,8,0,1,9,8,17,2008,11,2008-11-02
3,Montag,38,0,4,34,0,5,40,4,42,2008,11,2008-11-03
4,Dienstag,43,0,1,42,0,1,46,6,49,2008,11,2008-11-04
5,Mittwoch,52,0,4,48,0,4,60,3,55,2008,11,2008-11-05
6,Donnerstag,52,0,9,43,0,9,50,4,56,2008,11,2008-11-06
7,Freitag,48,1,4,43,1,4,47,3,51,2008,11,2008-11-07
8,Samstag,22,0,4,18,0,4,22,5,27,2008,11,2008-11-08
9,Sonntag,21,0,5,16,0,5,17,2,23,2008,11,2008-11-09
10,Montag,48,1,5,42,1,6,51,5,53,2008,11,2008-11-10
11,Dienstag,44,0,3,41,0,3,51,4,48,2008,11,2008-11-11
12,Mittwoch,39,0,7,32,0,7,38,1,40,2008,11,2008-11-12
13,Donnerstag,43,0,6,37,0,6,41,0,43,2008,11,2008-11-13
14,Freitag,41,0,0,41,0,0,51,7,48,2008,11,2008-11-14
15,Samstag,42,0,3,39,0,3,55,5,47,2008,11,2008-11-15
16,Sonntag,27,0,7,20,0,10,24,10,37,2008,11,2008-11-16
17,Montag,47,0,2,45,0,2,55,0,47,2008,11,2008-11-17
18,Dienstag,61,0,9,52,0,9,64,6,67,2008,11,2008-11-18
19,Mittwoch,54,0,3,51,0,3,61,7,61,2008,11,2008-11-19
20,Donnerstag,59,1,11,47,1,11,59,6,65,2008,11,2008-11-20
21,Freitag,50,0,8,42,0,8,55,3,53,2008,11,2008-11-21
22,Samstag,26,0,6,20,0,7,26,4,30,2008,11,2008-11-22
23,Sonntag,17,0,3,14,0,3,19,6,23,2008,11,2008-11-23
24,Montag,35,0,3,32,0,4,37,3,38,2008,11,2008-11-24
25,Dienstag,30,1,4,25,1,4,30,4,34,2008,11,2008-11-25
26,Mittwoch,30,0,4,26,0,4,27,1,31,2008,11,2008-11-26
27,Donnerstag,41,0,9,32,0,9,46,2,43,2008,11,2008-11-27
28,Freitag,42,0,5,37,0,5,54,2,44,2008,11,2008-11-28
29,Samstag,19,0,2,17,0,2,25,6,25,2008,11,2008-11-29
30,Sonntag,15,1,0,14,1,0,25,4,19,2008,11,2008-11-30
1,Sonntag,20,0,6,14,0,9,19,7,27,2009,11,2009-11-01
2,Montag,58,0,8,50,0,8,58,3,61,2009,11,2009-11-02
3,Dienstag,36,1,2,33,1,3,36,6,42,2009,11,2009-11-03
4,Mittwoch,29,0,2,27,0,2,35,6,35,2009,11,2009-11-04
5,Donnerstag,44,0,9,35,0,11,39,3,47,2009,11,2009-11-05
6,Freitag,32,0,1,31,0,1,35,2,34,2009,11,2009-11-06
7,Samstag,40,0,7,33,0,7,43,6,46,2009,11,2009-11-07
8,Sonntag,16,0,1,15,0,1,26,4,20,2009,11,2009-11-08
9,Montag,60,0,11,49,0,11,61,8,68,2009,11,2009-11-09
10,Dienstag,37,0,3,34,0,3,35,4,41,2009,11,2009-11-10
11,Mittwoch,35,0,3,32,0,3,37,5,40,2009,11,2009-11-11
12,Donnerstag,51,0,3,48,0,3,57,4,55,2009,11,2009-11-12
13,Freitag,46,0,3,43,0,3,49,4,50,2009,11,2009-11-13
14,Samstag,23,0,2,21,0,2,25,10,33,2009,11,2009-11-14
15,Sonntag,17,0,2,15,0,2,18,2,19,2009,11,2009-11-15
16,Montag,44,0,3,41,0,3,45,3,47,2009,11,2009-11-16
17,Dienstag,48,0,9,39,0,10,50,1,49,2009,11,2009-11-17
18,Mittwoch,56,1,10,45,1,10,50,7,63,2009,11,2009-11-18
19,Donnerstag,42,0,5,37,0,5,45,2,44,2009,11,2009-11-19
20,Freitag,40,0,4,36,0,4,50,4,44,2009,11,2009-11-20
21,Samstag,29,0,4,25,0,4,37,6,35,2009,11,2009-11-21
22,Sonntag,10,0,0,10,0,0,11,5,15,2009,11,2009-11-22
23,Montag,50,0,12,38,0,12,45,2,52,2009,11,2009-11-23
24,Dienstag,45,0,4,41,0,5,50,1,46,2009,11,2009-11-24
25,Mittwoch,32,0,3,29,0,3,31,5,37,2009,11,2009-11-25
26,Donnerstag,32,0,4,28,0,4,35,1,33,2009,11,2009-11-26
27,Freitag,49,0,5,44,0,6,58,5,54,2009,11,2009-11-27
28,Samstag,23,0,7,16,0,7,21,1,24,2009,11,2009-11-28
29,Sonntag,17,0,5,12,0,5,14,3,20,2009,11,2009-11-29
30,Montag,30,0,4,26,0,4,31,4,34,2009,11,2009-11-30
1,Montag,31,0,4,27,0,4,31,3,34,2010,11,2010-11-01
2,Dienstag,36,0,6,30,0,6,34,2,38,2010,11,2010-11-02
3,Mittwoch,47,0,8,39,0,8,52,3,50,2010,11,2010-11-03
4,Donnerstag,77,0,13,64,0,13,80,3,80,2010,11,2010-11-04
5,Freitag,63,0,7,56,0,7,71,5,68,2010,11,2010-11-05
6,Samstag,31,0,7,24,0,7,28,6,37,2010,11,2010-11-06
7,Sonntag,17,0,2,15,0,2,17,2,19,2010,11,2010-11-07
8,Montag,42,0,3,39,0,3,41,1,43,2010,11,2010-11-08
9,Dienstag,31,0,4,27,0,4,33,3,34,2010,11,2010-11-09
10,Mittwoch,31,0,2,29,0,2,31,1,32,2010,11,2010-11-10
11,Donnerstag,49,0,4,45,0,4,48,1,50,2010,11,2010-11-11
12,Freitag,44,0,4,40,0,4,47,3,47,2010,11,2010-11-12
13,Samstag,31,1,5,25,1,7,35,6,37,2010,11,2010-11-13
14,Sonntag,25,0,6,19,0,6,26,4,29,2010,11,2010-11-14
15,Montag,37,0,2,35,0,2,41,5,42,2010,11,2010-11-15
16,Dienstag,41,0,4,37,0,4,45,4,45,2010,11,2010-11-16
17,Mittwoch,53,1,9,43,1,13,47,3,56,2010,11,2010-11-17
18,Donnerstag,73,0,12,61,0,12,69,4,77,2010,11,2010-11-18
19,Freitag,37,0,2,35,0,2,44,0,37,2010,11,2010-11-19
20,Samstag,23,1,1,21,1,2,32,4,27,2010,11,2010-11-20
21,Sonntag,20,0,2,18,0,2,20,3,23,2010,11,2010-11-21
22,Montag,43,0,2,41,0,2,45,5,48,2010,11,2010-11-22
23,Dienstag,37,0,6,31,0,6,35,1,38,2010,11,2010-11-23
24,Mittwoch,41,0,9,32,0,9,33,4,45,2010,11,2010-11-24
25,Donnerstag,38,0,1,37,0,1,39,7,45,2010,11,2010-11-25
26,Freitag,43,1,6,36,1,7,43,2,45,2010,11,2010-11-26
27,Samstag,18,0,2,16,0,2,24,4,22,2010,11,2010-11-27
28,Sonntag,15,0,0,15,0,0,22,5,20,2010,11,2010-11-28
29,Montag,24,1,4,19,1,7,20,2,26,2010,11,2010-11-29
30,Dienstag,32,0,2,30,0,2,36,4,36,2010,11,2010-11-30
1,Montag,52,0,7,45,0,7,48,5,57,2008,12,2008-12-01
2,Dienstag,23,0,3,20,0,3,24,3,26,2008,12,2008-12-02
3,Mittwoch,47,0,8,39,0,8,40,2,49,2008,12,2008-12-03
4,Donnerstag,36,0,3,33,0,3,39,2,38,2008,12,2008-12-04
5,Freitag,58,0,4,54,0,4,67,6,64,2008,12,2008-12-05
6,Samstag,27,0,3,24,0,3,32,8,35,2008,12,2008-12-06
7,Sonntag,15,0,4,11,0,4,16,2,17,2008,12,2008-12-07
8,Montag,38,1,7,30,1,7,37,4,42,2008,12,2008-12-08
9,Dienstag,40,0,3,37,0,3,41,3,43,2008,12,2008-12-09
10,Mittwoch,35,2,1,32,2,1,41,2,37,2008,12,2008-12-10
11,Donnerstag,46,0,3,43,0,4,50,3,49,2008,12,2008-12-11
12,Freitag,40,0,5,35,0,5,45,3,43,2008,12,2008-12-12
13,Samstag,27,0,7,20,0,7,36,5,32,2008,12,2008-12-13
14,Sonntag,17,0,4,13,0,4,24,4,21,2008,12,2008-12-14
15,Montag,34,1,3,30,1,3,38,3,37,2008,12,2008-12-15
16,Dienstag,27,0,3,24,0,4,28,4,31,2008,12,2008-12-16
17,Mittwoch,33,0,2,31,0,2,35,6,39,2008,12,2008-12-17
18,Donnerstag,21,0,3,18,0,3,19,4,25,2008,12,2008-12-18
19,Freitag,42,0,2,40,0,2,46,4,46,2008,12,2008-12-19
20,Samstag,28,0,2,26,0,2,30,12,40,2008,12,2008-12-20
21,Sonntag,22,1,2,19,1,2,26,6,28,2008,12,2008-12-21
22,Montag,34,0,3,31,0,4,33,5,39,2008,12,2008-12-22
23,Dienstag,30,0,3,27,0,3,29,3,33,2008,12,2008-12-23
24,Mittwoch,25,0,4,21,0,4,34,5,30,2008,12,2008-12-24
25,Donnerstag,8,1,1,6,1,1,9,2,10,2008,12,2008-12-25
26,Freitag,12,0,3,9,0,4,14,3,15,2008,12,2008-12-26
27,Samstag,11,0,3,8,0,4,9,7,18,2008,12,2008-12-27
28,Sonntag,16,0,4,12,0,4,17,3,19,2008,12,2008-12-28
29,Montag,17,0,2,15,0,2,22,3,20,2008,12,2008-12-29
30,Dienstag,26,0,4,22,0,4,27,7,33,2008,12,2008-12-30
31,Mittwoch,18,0,1,17,0,1,21,6,24,2008,12,2008-12-31
1,Dienstag,59,0,6,53,0,6,58,2,61,2009,12,2009-12-01
2,Mittwoch,34,0,4,30,0,4,38,9,43,2009,12,2009-12-02
3,Donnerstag,34,0,6,28,0,6,31,3,37,2009,12,2009-12-03
4,Freitag,37,0,7,30,0,7,35,1,38,2009,12,2009-12-04
5,Samstag,30,0,4,26,0,4,36,8,38,2009,12,2009-12-05
6,Sonntag,23,0,3,20,0,3,28,4,27,2009,12,2009-12-06
7,Montag,57,0,6,51,0,7,63,5,62,2009,12,2009-12-07
8,Dienstag,53,0,4,49,0,4,55,5,58,2009,12,2009-12-08
9,Mittwoch,32,0,3,29,0,3,32,1,33,2009,12,2009-12-09
10,Donnerstag,53,1,8,44,1,8,58,8,61,2009,12,2009-12-10
11,Freitag,40,0,5,35,0,5,44,7,47,2009,12,2009-12-11
12,Samstag,32,0,2,30,0,2,33,3,35,2009,12,2009-12-12
13,Sonntag,11,0,1,10,0,1,11,4,15,2009,12,2009-12-13
14,Montag,25,1,3,21,1,3,27,1,26,2009,12,2009-12-14
15,Dienstag,40,0,6,34,0,6,37,7,47,2009,12,2009-12-15
16,Mittwoch,30,0,4,26,0,4,30,5,35,2009,12,2009-12-16
17,Donnerstag,25,0,4,21,0,4,25,3,28,2009,12,2009-12-17
18,Freitag,22,0,3,19,0,3,19,5,27,2009,12,2009-12-18
19,Samstag,19,0,5,14,0,6,17,6,25,2009,12,2009-12-19
20,Sonntag,18,0,1,17,0,1,25,4,22,2009,12,2009-12-20
21,Montag,23,0,1,22,0,1,28,3,26,2009,12,2009-12-21
22,Dienstag,16,0,1,15,0,1,18,3,19,2009,12,2009-12-22
